text,class
twtwen possui incluir oi permite tv total fixo conta conectado,1
pmbatr apagar vagner santos raquel exclusão confirmar moreira oi pdv,2
php/ctm_tlmoi_pri_/y orderid=y crmshlsp group=prep_daily application=siebelreport nodeid=crm-job controlm=ctm_tlmoi_pri gaap sysout http,1
atravez izaias nilza parcial fatima saldo menu consultar nome/login tenta,2
instalar oferta abrir crítica usuário apresenta anexo tentar segue informa,1
vanilza douglas pdv chamador provisionamento retorno santos vendedor oi total,2
avan_pai_fid_sms_pos_gb checkbox existentes compatível pop exibido marcado up diversos durante,1
php/ctm_tlmoi_pri_/b orderid=b group=pfx_rest_saldo arbpc_cat_rest_saldo_c application=arb_pos_faturamento nodeid=kenpx alerta controlm=ctm_tlmoi_pri gaap sysout,2
irilde serpa desde baixa terminal/contrato referente vencida z cmr unid,1
concedida recarga participante cobrada in pós-pago maio junho pré-pago fechar,2
método paggo raimundo neto dacc lopes pagamento solicitado souza arbor,2
pendente pré-analise garantir modulo finalização apuração permanecem registro via horas,2
banco inf efetivo cancelou automatico dacc sibel debito clt ja,2
erivan anjos taxa carrega preenchimento robson às parcelamento pdv ce,2
celular luciane internet básica mota inativou moura sample maio postal,2
dk ba ambos protocolo integração categoria wfm encerrado tratar fechado,1
creidimara ficar coelho reinstalação f quer autor pereira s encerrar,1
ronivaldo gb avancado_voz bônus ret_oi viana profissional dados epp benefícios,1
cmd circuitos situação histórico normalmente residência aderir estarem fla funcionando,2
silvani demilson bartoline pontes vend linh logi clie cont obrigado,1
cadastrar velox tentar stc segue informa contato anexo erro cliente,2
conseqüência fazemos receptiva total efetuando enviamos plano tv vinculada sibel,2
prvnosb instalacao ambos integração categoria wfm tratar fechado informado encerrar,1
branco msisdn faturas tt descrição siebel fatura,2
inoma aparecendo aa comando verificação usuário solicita stc sistema dados,1
apresentado pablo atualizar franca tentou dn light visualizar correto plano,1
ro impactando concluido agendamento espelho chamado ba s,1
trcind retirar serviço apresenta print stc segue informa contato erro,1
impeça ronaldo associação encontramos associar parceiro ativar nenhuma ot rodrigues,2
tel fechamento crítica,2
osfiy reparo temporariamente sbl-bpr bueno monica destino abreu gpon iptv,1
mb ativa velocidade rvd velocidades telefone divergentes móvel sigla seguem,1
costa fechado chamado aberto ars stc segue informa contato anexo,1
ativa ficou consumidora desvinculado consumidor seguintes migrado dando fez n°,2
getileza geração cta acesso prezados sac verificar erro,2
pwl luciana asg quitado norm finalizado rg doc tramite nrc,2
tarde boa tratar cancelar sac favor,2
dk oco evidência posto click soc ba verificar anexo favor,1
senhora socorro municipio faturamento motivo cnpj acesso fatura verificar favor,1
tamires hs pdv cham consultar responsável provisionamento tel vendedor login,2
ja aguard janela desde agradeço base tn bp caros portabilidade,1
operadora lais s autenticação tiago recusada autenticar doadora entrar vivo,2
php/ctm_tlmoi_pri_/goy orderid=goy crmsp_d group=prep_daily application=siebelreport nodeid=crm-job controlm=ctm_tlmoi_pri gaap sysout http,1
winckler bizato autenticação sueli portabilidade vaga realmente permanecer desconexão conflito,2
encerrada atividade aberta click sac,1
atualizar crm parada t tarefa status s,1
telefone pepini sonia sa falta regina sigla bloqueado visto pagamento,2
belisaria castrosantiago graca gracas maria resetar mae brito castro nasc,2
click fechados proceder ba inexistente integração encerramento wfm evidência stc,1
valdeir sgef retinsmudnum ac nunes execucao cancelamento costa go digital,1
paraná meira gisele silvana rev incompativel unica marques parceiro nome,2
total recep ret aplicação força oi oferta operação ocorreu problema,2
ozoj cpe rjo retirar criticando tentado keller historico desvincular pf,2
tabelas velox_rj velox_ba velox_mg velox_pe meio_acesso sidara compl_meio_acesso desatualizadas tabela,2
orderid=ne php/ctm_tlmoi_pri_/ne arbpc_cat_val_pos_sf_c group=pfx_proforma application=arb_pre_faturamento nodeid=kenpx alerta controlm=ctm_tlmoi_pri gaap sysout,1
estela laura aguarda aprovisionamento tratativa santos migração dia pedido desde,1
fantasma ioy marisa lojas bd reparo encerrado corrigir cadastro ser,2
sistemas precisamos sac/oms consiga esteja estando refletiu pendências encerrada ambos,2
limite pagou usuário informada solicitamos dentro analise recebeu controle msisdn,1
orderid=tvg php/ctm_tlmoi_pri_/tvg group=pfx_rel_consumo_dado arbpc_cat_trunc_frq_dados application=arb_relatorios nodeid=kenpx alerta controlm=ctm_tlmoi_pri gaap sysout,2
inxistente isenção logradouro diaria judicial urgencia multa trata gerando informando,2
novaes terminais pós divergentes anderson informados plano acesso planos apresentado,2
atendente alterado ic arbor ä afetado ferrero d paula bmc_application,1
vkjqe i branco histórico total banda larga movel internet tv,2
wzxxl tv durante oi aplicar total procedimento possivel nova oferta,2
silveira claudson siman pago prépago pereira sonia recuperar pre tentou,1
coloquem ret/ins corrijam faixas rv ontem partir faixa ramais condição,2
imdepa cba travada mt encerramento atualizar p crm t tarefa,1
interface_hml/siebel/utl_file_dir sbpcshml utl_file parâmentro alterar prezados favor,2
estah afetando fibra cco-st ha tmapw h pedido mais siebel,2
ações base waiting_interface acarretando financeira tratadas perda podem constam ics,1
altenda valido ponta reg ba b cadastro ordem gentileza verificar,2
anexo orientaçao colocar solicitante oi vende categoria endereço obs total,2
iccap implementos rodoviarios consta sac/aa pede sistêmico forma cancelamento inativo,2
chucre suspensões retirem inadimplente criem tais raíz bloqueios ativas marcelo,2
orderid=miwd prc_step=utcd utcd site=mg pgm_step=step jobid rc odate job cancelamento,2
xrtdl oi total tela lado familia configurar mostra inativo meio,2
orderid=ix pgm_step=sga prc_step=sgae vbdd site=mg jobid rc odate job cancelamento,1
eqholt siin danilo completa avançado presa gerada solução tv existe,2
rca lgt administrativa psa modelo modem circuitos reparo baixa cadastrado,1
scarcelli frederico moraes confirmar dn apresentada agrupador validação mt oliveira,1
atraso gerado migração realizar dados segue informa contato verificar terminal,2
tentam técnicos reservada trocar eqn permite corrigir status dados segue,1
f+f promoçao bonificaçao atençao movel reclamado fatima inicial acn dentro,1
orderid=sh mgid rc=s prc_step=step site=mg pgm_step=step jobid odate job cancelamento,2
registros nap carga igual recarga data status verificar favor,1
recarga bônus trabalho marcellus rodovalho ótimo bom nadia ilimitada cerca,2
vvnoi estando total fixo inativo oi vinculado possível n encontra,1
orderid=byo php/ctm_tlmoi_pri_/byo group=ptvs_tvas_alarme_cpfcnpj tvspdcrc_alarme_cpfcnpj application=repasse nodeid=reppx controlm=ctm_tlmoi_pri gaap sysout http,2
xmalta concluiu ativaçao continuam vendedora total provisionamento produtos entrou tv,2
informando existe configurar entrou pendente mensagem apresenta tentar sac contato,1
contidas assinaturas sva junho st autorização no_bill planilha sr incluir,2
puxar query realizado usuária verificação tt aberto encontra consta solicita,1
xepxgt chmd sandro evidenciada conclusao oitot log nao pre cont,2
terminal-cpf bancários itaú fernanda ag cc banco campos débito automático,1
lisiane mendonca oms finalizado executando acl insfastve providenciar baixa opção,1
basico pre divirgencia pago atend ativou minutos mt siac controle,1
orderid=yic php/ctm_tlmoi_pri_/yic ics_backlog_os_cobranca_movel_nivel_medio group=pics_controle nodeid=cobprd application=ics alerta controlm=ctm_tlmoi_pri gaap sysout,1
compartilhado pae cr circuito acesso oss cancelamento solicitar clarify ser,1
orderid=xoyh php/ctm_tlmoi_pri_/xoyh ics_backlog_os_cobranca_movel_nivel_medio group=pics_controle nodeid=cobprd application=ics alerta controlm=ctm_tlmoi_pri gaap sysout,2
definitivamente gilmar linha diante bento divergencia entanto concluido cancelamento realizado,2
aprovadas marketing aprovação continuam campanhas demais informações pendente tela print,1
dentre ocorreram informadas linhas cancelamento informou solicitou falha usuário solicita,2
juziane bayer abade lj oct fixo desmembramento total preso ot,1
apo´s inicio volta acessar consegue preencher dados cliente,2
bucco tallarico totalmente itens henrique fernando precisa concluido conclusão ser,2
aghsh imports motocicletas retblo lt basico servicos micro i comercio,2
sjpsow bloqueio migrado paga indevido minutos total fixo linha oi,1
ospr pida pabx travada net om tramitar fila prezados favor,1
loc tel terminais abertura cadastro critica erro,2
parada tarefa,2
brancatti lisboa cristiane lucas regina henrique número nome acessar telefones,2
orderid=zag php/ctm_tlmoi_pri_/zag connect_intelig group=pcrm_anatel nodeid=pcpprd application=siebel controlm=ctm_tlmoi_pri gaap sysout http,2
recepção acessos cielo conferência corpo bloquear espera papo sons imagens,1
contidas assinaturas sva junho st autorização no_bill planilha sr incluir,2
sucessos concluidas atividades permanece evidencia aberta porem click soc sac,1
estah afetando fibra cco-st ha tmapw h pedido mais siebel,2
inserção vigência bdo ordem crédito ocs diaria processamento judicial urgencia,2
vkeqj tenata oi total supervisor informe benefício gera procedimento solicitar,2
noite sousa geração apresentou roberto grato apenas gerando boa caros,2
ok rafaela lourenco fr recl dnc dados inválidos obrigada visto,1
orderid=xr php/ctm_tlmoi_pri_/xr crmshlsp group=prep_daily application=siebelreport nodeid=crm-job controlm=ctm_tlmoi_pri gaap sysout http,2
parametrizada cld devidamente oco posto parada aberta click soc stc,2
quality instala intermitencia correto serviço ordem intermitente geramos caros comando,1
estah afetando fibra cco-st ha tmapw h pedido mais siebel,2
moraes aperibeinfo areias uol sebastiana senha lt marcos número antonio,2
marise assis marques executar acl insfastve opção go protocolo eai,2
apresentando fechamento crítica evidências soc terminal anexo,1
ctl adelina fabiana duarte nrc terminal/contrato encerrar cto serviço ordem,2
gesuina pilão lontras salto osmair viabilidade bueno domingos r correia,2
allegretti karla aceita confiança efetuou pedido verifiquem pagamento desbloqueio dias,2
bah despachantes aduaneiros sindicato sdr filial fechada estado j cpf/cnpj,1
tramitação posto fevereiro automática intervenção entrou verificação parada contato desde,2
orderid=god prc_step=utcd utcd site=mg pgm_step=step jobid rc odate job cancelamento,1
nvi aa+f relacao ebilling noite encontrada es cancelamento retorna espelho,1
ossac dias area vários unidade micro co atual z abertura,1
orderid=ol php/ctm_tlmoi_pri_/ol ics_backlog_os_cobranca_movel_nivel_alto group=pics_controle nodeid=cobprd application=ics controlm=ctm_tlmoi_pri gaap sysout http,2
estah afetando fibra cco-st ha tmapw h pedido mais siebel,2
contratos tv possa possui apagar nova necessário cancelada ativação usuário,1
piranema teekay petroleo gvt serv j preciso portado cpf/cnpj retirar,1
php/ctm_tlmoi_pri_/xi orderid=xi group=pcrm_cms comcampoferta application=siebel nodeid=crm-job controlm=ctm_tlmoi_pri gaap sysout http,2
lucimeire back flavio sampaio call desassociar tc soares preso fixo,1
estah afetando fibra cco-st ha tmapw h pedido mais siebel,2
nao permissao progressao charles raimundo selecionar parceiro permitida possivel viabilidade,1
kleiton encerramento willian tramitaram encerrados bas pinto circuitos sge solicitar,2
emitir tenta viabilidade aparece apresenta velox stc segue informa contato,2
valor r diaria judicial urgencia fatura multa final realizada contestação,1
